,Kruskal weight,Cut edge count,Polsby-Popper,Conformal Polsby-Popper,Total perimeter,Total conformal perimeter,Total conformal linear perimeter,County edges,avg slack,avg root phi
0,Standard ReCom,2329,0.21450841350001873,0.24925664061637218,127.61096245599259,129926.97225436973,103908.4491217953,410,0.23367956056684402,1573.8680317966919
1,Standard ReCom,2330,0.21427569378465863,0.24872251643193774,127.62927488091347,130097.47466981558,104087.37958841427,411,0.23292024269498282,1575.7297287002586
2,Standard ReCom,2330,0.2142074983049037,0.248786046270504,127.53492743001071,129935.61946127044,103964.54298280735,411,0.2324458059722474,1576.0349579568128
3,Standard ReCom,2338,0.21278730597249043,0.24813601195219684,128.37641993250406,130142.68421227834,104080.57210789659,418,0.23317495743709227,1571.3005578285631
4,Standard ReCom,2338,0.21278730597249043,0.24813601195219684,128.37641993250406,130142.68421227834,104080.57210789659,418,0.23317495743709227,1571.3005578285631
5,Standard ReCom,2343,0.21222742312936552,0.24867253701581718,128.95936011885212,130163.26798014311,104088.25139718794,420,0.23321106814776627,1567.7886761568493
6,Standard ReCom,2345,0.21112197802442442,0.24647636954108604,129.26186415400676,130072.60658062939,103971.48904812228,421,0.23376129533553766,1565.8217758812953
7,Standard ReCom,2344,0.21112076128538487,0.2466478015009623,129.25994146789435,130049.58052296849,103873.72941340489,421,0.23422411004009594,1565.085132013241
8,Standard ReCom,2344,0.21112076128538487,0.2466478015009623,129.25994146789435,130049.58052296849,103873.72941340489,421,0.23422411004009594,1565.085132013241
9,Standard ReCom,2342,0.2106483248903455,0.24600596156471008,129.44611791736844,130483.41254298965,104015.27515656973,421,0.23649437924278666,1569.4011751139205
10,Standard ReCom,2342,0.2106483248903455,0.24600596156471008,129.44611791736844,130483.41254298965,104015.27515656973,421,0.23649437924278666,1569.4011751139205
11,Standard ReCom,2341,0.21074052032000473,0.24607039132087402,129.34153004897303,130440.14606694161,103977.2568879115,420,0.23653765685810388,1569.915653124022
12,Standard ReCom,2341,0.21018290734346878,0.24584484896033276,129.41455684696967,130490.7652597713,103959.76175904067,420,0.2375707800830733,1566.6427642015237
13,Standard ReCom,2342,0.20994337771669402,0.24557252398374768,129.47108780189293,130593.14855026863,103990.82539139505,419,0.23807986848767357,1566.2859370749684
14,Standard ReCom,2343,0.20963607282478489,0.245189108054937,129.56005941425636,130647.95750173589,104015.36891479927,422,0.23812798028304974,1565.5168303889545
15,Standard ReCom,2344,0.21017164326243445,0.24604259866512915,129.4602458421877,130569.84396345518,104023.89584472374,425,0.23732686346304566,1565.0748683423687
16,Standard ReCom,2346,0.2085707487506888,0.24490557353434772,129.61290152723865,130756.6399965963,104158.61006770551,425,0.23736517663746826,1564.9574801929089
17,Standard ReCom,2338,0.2086730393948553,0.24508318181906968,129.42573495455008,130553.54591640175,103994.02840401063,430,0.23789845054284017,1566.1187167829619
18,Standard ReCom,2340,0.20731006636881844,0.24370899599034015,129.5314606807323,130943.73350770015,104303.7849501057,430,0.23825137154580783,1568.0649148854284
19,Standard ReCom,2342,0.20751937635943435,0.24389679494448752,129.41886819650333,130982.74029521193,104327.9490958977,430,0.2387859857595285,1570.6875932430248
20,Standard ReCom,2343,0.20748780670127603,0.24393331949618574,129.43349641891092,130972.65914401152,104268.12017446506,430,0.23947471894208824,1570.020914576808
21,Standard ReCom,2340,0.2086394262329986,0.24503763521150868,129.25543851635084,130604.97194830679,104034.63666424167,429,0.23924610362434198,1568.9432640240918
22,Standard ReCom,2340,0.2086394262329986,0.24503763521150868,129.25543851635084,130604.97194830679,104034.63666424167,429,0.23924610362434198,1568.9432640240918
23,Standard ReCom,2345,0.2080769361386574,0.24466872902071957,129.6004581639198,130788.22447027733,104173.61869508316,434,0.2388958383933815,1567.1786689007188
24,Standard ReCom,2345,0.2080769361386574,0.24466872902071957,129.6004581639198,130788.22447027733,104173.61869508316,434,0.2388958383933815,1567.1786689007188
25,Standard ReCom,2344,0.2082879662986125,0.24448508852112305,129.43084956131554,130763.5865610423,104149.55531287409,434,0.23926334642775576,1569.3914683817736
26,Standard ReCom,2344,0.2082879662986125,0.24448508852112305,129.43084956131554,130763.5865610423,104149.55531287409,434,0.23926334642775576,1569.3914683817736
27,Standard ReCom,2347,0.20828209779376652,0.24360465655032842,129.40386242605447,130907.88642668643,104217.95754151154,433,0.23931834594632626,1569.55579657846
28,Standard ReCom,2343,0.20856599650110844,0.24442148319627044,129.35266495673778,130743.50282035899,104098.47313288681,433,0.239490874578967,1566.9207844363154
29,Standard ReCom,2343,0.20817569135077366,0.2442075175616721,129.54666545783545,130837.68034826558,104201.93934061221,432,0.2387268422420225,1566.9875712609962
30,Standard ReCom,2343,0.20829478400279058,0.24385463675230062,129.44137515211915,130913.5572884497,104293.48463434161,432,0.23853021677980316,1568.3495822803377
31,Standard ReCom,2344,0.20834681209032843,0.243867753481931,129.4286375245874,130906.64361941851,104300.80716318614,433,0.23825644840288465,1567.8529988327598
32,Standard ReCom,2343,0.20765819394884977,0.24346952152700702,129.38611666230372,130874.98619687272,104276.18184947365,433,0.23825257261478375,1568.200025718007
33,Standard ReCom,2344,0.20793831854339606,0.24385637414295044,129.37854785545798,130846.30467212314,104254.94311090352,433,0.23810918507539175,1569.252911140897
34,Standard ReCom,2347,0.20768217039860015,0.2434356201247613,129.48096287471324,131031.1062135646,104379.65770008104,433,0.23842404818910615,1569.444519216845
35,Standard ReCom,2345,0.2074539048528597,0.24296554544337992,129.49180483441845,131054.41080037804,104346.58724675231,427,0.23917702564630475,1570.657765388912
36,Standard ReCom,2344,0.2077076780744905,0.24330944937899168,129.45102618456696,130952.8080772973,104283.18599822975,427,0.23904438660985072,1570.4813886159761
37,Standard ReCom,2344,0.2069746630353872,0.24281324646944585,130.39109580502196,131012.2446588878,104311.55160399948,426,0.23991579386970635,1568.4052585974362
38,Standard ReCom,2344,0.20696502854921064,0.2426600572673352,130.40418843754034,131069.71774813363,104344.47260821072,426,0.24008465707939394,1568.6289012149332
39,Standard ReCom,2340,0.20717682405208745,0.2425995669707184,130.41449885996235,131127.70962626577,104224.3614437333,425,0.24132969991198583,1572.3417313655482
40,Standard ReCom,2340,0.20717682405208745,0.2425995669707184,130.41449885996235,131127.70962626577,104224.3614437333,425,0.24132969991198583,1572.3417313655482
41,Standard ReCom,2339,0.20678921738014597,0.24197926571492923,130.4682301587807,131250.84358803456,104257.63752033218,425,0.2420874363335346,1571.7945451474468
42,Standard ReCom,2339,0.20678921738014597,0.24197926571492923,130.4682301587807,131250.84358803456,104257.63752033218,425,0.2420874363335346,1571.7945451474468
43,Standard ReCom,2329,0.20832186756581297,0.24383918288248538,130.04187877762868,130820.39348450616,103910.25782834599,425,0.2423841806696719,1573.5828492777957
44,Standard ReCom,2329,0.2083719006111143,0.24401785931815095,130.0204905113586,130747.16132680752,103838.87501561033,425,0.24237709728686035,1572.9925769295905
45,Standard ReCom,2331,0.20797784387247348,0.24395344659169263,130.128229565313,130793.40678708686,103869.70007235525,425,0.24267336385534133,1569.6714130402652
46,Standard ReCom,2328,0.2084392921131036,0.24403482357744452,129.97805466177292,130764.6033764459,103860.78171794978,421,0.24241188555018117,1572.324572961887
47,Standard ReCom,2325,0.20880544361411876,0.24429851592963336,129.59786052519786,130661.40615194125,103754.79805771867,420,0.24255269817741684,1573.6313843810394
48,Standard ReCom,2324,0.20934765467927413,0.24480481163953394,129.48458238694013,130526.64729539932,103674.25632006422,421,0.2422907667802042,1573.662778127333
49,Standard ReCom,2324,0.20934765467927416,0.244804811639534,129.48458238694013,130526.64729539932,103674.25632006422,421,0.2422907667802042,1573.662778127333
50,Standard ReCom,2316,0.2098444860285353,0.24581188256694697,128.93647408520738,130027.60882940663,103320.07290127513,420,0.24190926785342082,1576.0595892058598
51,Standard ReCom,2317,0.20911654603224256,0.24519678671270703,129.25832776672937,130239.01120884901,103401.57009528874,420,0.24287889050798628,1575.6123684504691
52,Standard ReCom,2316,0.20879522627150512,0.24476432260112968,129.25854491493882,130226.77774889271,103364.09318859875,418,0.2432726420424645,1575.6789885331075
53,Standard ReCom,2315,0.20933733947514163,0.24537953044794764,129.09385262684677,129872.33944253155,103238.39106789447,417,0.2418109827255722,1574.4983835813778
54,Standard ReCom,2315,0.20903463890693258,0.24439729566100402,128.99816639720206,129861.9762574249,103215.61772852455,412,0.24209377243103397,1574.798087111833
55,Standard ReCom,2319,0.20796651093491034,0.24372617292791462,129.4135767043793,130207.47559873106,103521.1522745032,415,0.24194374761656273,1573.3489759443225
56,Standard ReCom,2319,0.20796651093491034,0.24372617292791462,129.4135767043793,130207.47559873106,103521.1522745032,415,0.24194374761656273,1573.3489759443225
57,Standard ReCom,2319,0.20772990655023896,0.24370020357924496,129.5336031974649,130235.63156358771,103544.3856102867,415,0.2419847645039228,1573.2754595694284
58,Standard ReCom,2320,0.20784711984736093,0.24383844010708403,129.55781564392726,130156.18469931145,103489.8069987235,413,0.24187778481887373,1573.1801324725811
59,Standard ReCom,2325,0.20661999471174586,0.24156238135209987,130.15350036953427,130554.386040077,103893.38663794557,417,0.24074760690670524,1571.8470309012494
60,Standard ReCom,2325,0.20661999471174586,0.24156238135209987,130.15350036953427,130554.386040077,103893.38663794557,417,0.24074760690670524,1571.8470309012494
61,Standard ReCom,2324,0.20801794308317337,0.2435176694754782,130.10738816123848,130372.82646624619,103853.89439332113,417,0.23953784150638147,1570.8284908391208
62,Standard ReCom,2324,0.20879097115306935,0.2438486552890266,129.85761505733856,130288.42503547468,103785.63415708911,413,0.2395401434368782,1571.551381977853
63,Standard ReCom,2325,0.20901203339588434,0.24374803484300908,129.82496120258196,130372.32157038372,103729.88139474895,415,0.24054384027017262,1571.5340181721992
64,Standard ReCom,2326,0.20875656200585285,0.24309183830606168,129.8695532571802,130492.51523978337,103846.56196089395,415,0.24049775496592468,1572.2247284092973
65,Standard ReCom,2324,0.2099696790802036,0.24529369707413076,129.657859031872,129939.70694972241,103433.7214381148,415,0.23983793074602686,1571.9829189926609
66,Standard ReCom,2321,0.2104749244835049,0.24601630835197763,129.5867565559519,129683.98542003478,103152.43895289832,415,0.24030670855058123,1568.9883080684901
67,Standard ReCom,2321,0.21046073837364157,0.24607446299347552,129.59298080643447,129687.28527212299,103156.93734953416,414,0.24023676644990624,1568.560597888121
68,Standard ReCom,2321,0.21046073837364157,0.24607446299347552,129.59298080643447,129687.28527212299,103156.93734953416,414,0.24023676644990624,1568.560597888121
69,Standard ReCom,2316,0.21147250881370397,0.24714688203191532,129.3948988769537,129290.95843276614,102876.31871186849,415,0.2397950068224133,1566.3230760577783
70,Standard ReCom,2303,0.21265076443161873,0.24897587686984463,128.9269102735851,128651.54595142079,102442.44944658337,415,0.2371994027617911,1567.1801263085263
71,Standard ReCom,2296,0.2132783862061091,0.25031905006837846,128.8593239168033,128400.31284348729,102205.57650583133,415,0.2375064944810918,1563.5915490501047
72,Standard ReCom,2296,0.21290123735623293,0.24962074787094907,128.9100551540141,128506.00031994625,102227.596897596,415,0.23765066094469406,1563.3180590795007
73,Standard ReCom,2295,0.21311535187487654,0.24996233783691232,128.88727800421853,128399.53578310573,102139.09952146039,415,0.23761989989568044,1561.6917043195667
74,Standard ReCom,2295,0.21333297123540831,0.25014581299137006,128.8056575631843,128340.7601119869,102117.61155264848,415,0.23728540194210251,1561.9599342323813
75,Standard ReCom,2299,0.21231494240952253,0.2491459486160514,129.29496248551524,128521.91334511401,102236.69505639252,416,0.2378678642150563,1559.9325221255858
76,Standard ReCom,2310,0.21188429759291585,0.24866331990281257,129.91774565837596,128856.84263753067,102567.00104847958,424,0.2369895973597565,1555.137977447742
77,Standard ReCom,2311,0.21156790237390752,0.24808771167723745,130.00217382135787,128945.9589818782,102639.83366716653,424,0.23699223024049598,1554.8895555521228
