,Kruskal weight,Cut edge count,Polsby-Popper,Conformal Polsby-Popper,Total perimeter,Total conformal perimeter,Total conformal linear perimeter,County edges,avg slack,avg root phi
0,Standard ReCom,770,0.17271541411163477,0.21980749109453857,43.081229281387124,44134.4268501937,35261.234406231786,150,0.24301942742521443,1569.0316017078142
1,Standard ReCom,788,0.17109374042530023,0.2116882236747351,43.28556599120662,45244.243382924986,35918.59049959777,149,0.2482213926671588,1627.6679245097212
2,Standard ReCom,807,0.16301215909232658,0.20768471431164054,44.577832005502685,46380.111114663785,36816.25485882056,157,0.2475112582152674,1608.3071695616495
3,Standard ReCom,796,0.16728879225524598,0.21078610483607488,43.98892974250798,45430.98649001074,36137.68875305796,161,0.2461685235561992,1604.3619571500608
4,Standard ReCom,783,0.16547710252098616,0.21170507595625004,44.31884663949523,44803.34270919539,35605.945791222046,159,0.24597642598811964,1580.1771355450944
5,Standard ReCom,781,0.16729376863107775,0.21372933949458514,44.15925607381777,44579.41559233061,35542.233850683646,157,0.24064798462697573,1586.1274030810957
6,Standard ReCom,767,0.16560366038486876,0.21772306160509458,44.00484948893206,44175.51610982771,35177.54560968877,154,0.24310193822189544,1587.0494980406615
7,Standard ReCom,767,0.16060828103340397,0.21690931760457174,45.2588501623245,44284.85676541414,35077.2393382243,159,0.25072207545278363,1567.7266974881024
8,Standard ReCom,767,0.16137222670348655,0.217320510207004,45.12179205421148,44227.651968435806,35138.67019531696,159,0.24834684247885436,1568.4739798299618
9,Standard ReCom,761,0.16263862885850336,0.2211231277080453,45.18202133631481,43930.42089897798,34833.60412056625,166,0.25233637192891006,1562.8823201836008
10,Standard ReCom,753,0.16776887440218535,0.22229410196538327,43.90298681085972,43520.563645885755,34426.633374441866,157,0.25266803868441456,1597.613302369247
11,Standard ReCom,747,0.16850300594788412,0.22452574549893087,43.85208473774399,43244.44448561967,34281.49886709972,157,0.2509375594940768,1580.6400710580765
12,Standard ReCom,733,0.16531601795416304,0.2300729937244531,44.059084369589755,42540.3410729979,33570.35843438715,160,0.25412816657251575,1537.5918341114766
13,Standard ReCom,735,0.16189261567100457,0.23231811193563934,44.89691669331156,42339.51968961488,33471.72721632449,167,0.25062191421187135,1507.1870677982608
14,Standard ReCom,732,0.16401097395253894,0.23188995884974684,44.881982238517686,42325.03148712046,33381.46068483109,166,0.2498795075798393,1491.0635641114459
15,Standard ReCom,745,0.16723522895095322,0.2299042302662812,44.821488852357646,43132.40693745784,34076.49918881885,160,0.250395328831955,1515.2239242516814
16,Standard ReCom,772,0.16455126099331585,0.2265281799840551,45.19189745775228,43873.75206195677,34883.72346735943,163,0.2448890377921377,1544.026871223259
17,Standard ReCom,734,0.1719799677577608,0.23794938502693824,44.15667726527827,42411.92146137351,33476.61892715066,161,0.25167764052197716,1522.7924124167564
18,Standard ReCom,745,0.17123289429982355,0.23344449302042022,44.30085305969826,43037.18668080058,34311.087277577695,160,0.23758710217625068,1529.5448433927193
19,Standard ReCom,741,0.17349166480436623,0.23515443312541862,43.91420908428223,42877.37445292601,34163.05702940049,162,0.23749234058061405,1535.5425352898417
20,Standard ReCom,735,0.17875315126373173,0.23851959473667034,42.97113420493343,42364.70134823453,33829.93391627844,158,0.23440339887874015,1543.270896337899
21,Standard ReCom,725,0.1825204460963123,0.24231648388377844,42.30738490149096,41810.93127483492,33419.02283401273,149,0.23565596508844205,1553.4526678305936
22,Standard ReCom,724,0.18468864902920717,0.24697786178674364,42.07053558515749,41591.54465583571,33273.91417632876,148,0.23457361514003303,1554.3477146810244
23,Standard ReCom,727,0.18352561237999185,0.24922652836059608,42.03819218604055,41395.432040746084,33163.092199766426,157,0.23121850992857768,1553.0360862986124
24,Standard ReCom,719,0.18534183821480793,0.2528915262888603,41.56391071167988,40176.67733344534,32370.56577785958,156,0.22555040796456527,1536.8775941246656
